source,mid,mis,tweet_id,label,auto
keywords,253,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,1251321129580539905,favor,False
keywords,253,The CDC now says that the coronavirus can survive on surfaces for up to 17 days.,1242967959863046145,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242173088780951555,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242131888036347908,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242081782125735937,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1252248378320158720,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1243225413486288903,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1336799732258254848,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242095592958033922,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242232164466315265,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242107964548407301,favor,False
fact_check_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1249119370195894275,against,True
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1243974938857439233,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242456923615657992,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1266394170765295618,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1243938919126835201,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1251187052458258432,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1336733286203228161,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1250851363883552769,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1243900380427190273,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1305555461840736256,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242730546125582336,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1336839430594768899,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242155555071852544,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1243844245267648514,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1336909438368821249,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1241962353341558785,favor,False
keywords,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1337045440387297289,favor,False
title,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242895392590553088,favor,False
news_url,297,Belgium Health Minister puts ban on non-essential sexual activities of persons 3 or greater in indoor areas.,1242254140929126400,favor,False
keywords,299,Fish tank additive may treat coronavirus.,1242348256610353153,against,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1242802631946276864,against,True
news_url,299,Fish tank additive may treat coronavirus.,1244353132584480770,against,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1243852982480846848,against,True
keywords,299,Fish tank additive may treat coronavirus.,1242490156520742913,against,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1242892915333988352,against,True
news_url,299,Fish tank additive may treat coronavirus.,1242425151532273666,against,False
keywords,299,Fish tank additive may treat coronavirus.,1242530985884999687,against,False
news_url,299,Fish tank additive may treat coronavirus.,1242437372563853312,against,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1243254754488221703,against,True
news_url,299,Fish tank additive may treat coronavirus.,1243537470316314624,neither,False
keywords,299,Fish tank additive may treat coronavirus.,1242427594395410434,against,False
news_url,299,Fish tank additive may treat coronavirus.,1242438290386685954,neither,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1253758249486241792,against,True
fact_check_url,299,Fish tank additive may treat coronavirus.,1243569621560700929,against,True
fact_check_url,299,Fish tank additive may treat coronavirus.,1242635975303532544,against,True
news_url,299,Fish tank additive may treat coronavirus.,1242435869094612996,neither,False
keywords,299,Fish tank additive may treat coronavirus.,1242581001513193479,against,False
news_url,299,Fish tank additive may treat coronavirus.,1242451109391802368,favor,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1242952901049417733,against,True
keywords,299,Fish tank additive may treat coronavirus.,1242230368981442563,favor,False
news_url,299,Fish tank additive may treat coronavirus.,1242846641012510720,against,False
keywords,299,Fish tank additive may treat coronavirus.,1242921508562825216,neither,False
fact_check_url,299,Fish tank additive may treat coronavirus.,1249588847840595970,against,True
news_url,299,Fish tank additive may treat coronavirus.,1242440270899294208,neither,False
title,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1243006637226561537,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240093400864620546,favor,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1241712524585828352,favor,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239916702432886785,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239964092959322112,neither,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1249812696830271495,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240134873857359872,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240092674084016128,favor,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240356790006476801,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1241144398462754816,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240376134862352389,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239956692160266243,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239929083225460736,favor,False
fact_check_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240481993781100549,against,True
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240096510718758912,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239977269839478787,neither,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240076047489646600,favor,False
fact_check_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1242300310871302145,against,True
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240126817794744320,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239910841815666688,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240108447707934720,favor,False
keywords,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240376708555051010,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239956351607918593,neither,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1241857300043714560,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240305358167592966,neither,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240028450674499584,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1240117468741406722,favor,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1249570800233066497,neither,False
news_url,307,Evidence shows Director General of WHO severely overstated the fatality rate of the coronavirus leading to the greatest global panic in history.,1239975672900132865,neither,False
keywords,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1242317491201888256,favor,False
keywords,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1265306351351169025,favor,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240707964253556736,favor,False
fact_check_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1241923094333157377,against,True
keywords,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1242311435314659329,favor,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240688606718525440,favor,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240685655023206401,favor,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240727635011022851,favor,False
fact_check_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1241423641914626048,against,True
fact_check_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1241874801506975744,against,True
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240694290164011009,against,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240941598218891264,neither,False
keywords,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1282389747999137795,neither,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240706209998450688,favor,False
news_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1240757109496729600,favor,False
fact_check_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1242181272509624323,against,True
keywords,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1242397988741316608,favor,False
fact_check_url,319,For coronavirus cases in the U.S. 38% of those hospitalized are under 35.,1241099704471031808,against,True
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1239907716090548230,favor,False
title,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1240270671059521537,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1279903690049150982,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1238181039174008832,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1325009523275395072,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1253035845562466304,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1237874872329461766,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1246950485279604736,favor,False
fact_check_url,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1250313576536920066,against,True
fact_check_url,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1242995620794646529,against,True
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1239060066780631041,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1347626058649112577,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1251709084170158080,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1352542203546136576,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1251114540202409989,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1263388516249219072,neither,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1237809812894887937,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1255212009597145089,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1253360810019246081,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1238463700123693056,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1261304437693440001,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1238127478788501521,favor,False
keywords,327,"Stopping current efforts to limit global warming would be an appropriate response to COVID-19 propagation, because coronavirus seems to hate the heat.",1260881702920032261,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1335286343023218688,against,True
title,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1244055164245303296,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1246001972509061120,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1289342913256849409,against,True
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1250719316976304128,against,True
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1260781213104533505,against,True
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1249098465696550912,favor,False
keywords,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1333818233992990720,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1249409268706684930,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1245048762197782528,favor,False
title,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1247188844979470336,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1250717839994077185,against,True
title,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1241074589683388423,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1243065380144324610,neither,False
title,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1247880071769141248,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1251080839628234754,against,True
title,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1249264871318962177,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1243374791664340992,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1250264172467757059,favor,False
keywords,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1334516191004594182,favor,False
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1241900277587800066,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1258609052143087616,against,True
news_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1241899422025277440,neither,False
keywords,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1238262869248131078,favor,False
fact_check_url,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1251096066826608642,against,True
keywords,366,"Flu vaccine increases coronavirus risk 36%, says military study.",1239635494981349376,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1279190258417049607,neither,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1269924017349308422,against,False
fact_check_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1245808339289870339,against,True
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1267463345122062338,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1239655415400497152,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1292404756317601792,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1241194545519484928,neither,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1197921994353913857,neither,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1159175056980885509,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1290810768531783680,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1333535100370292747,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1239719482341429250,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1240108952689561601,neither,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1240348234666643466,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1239897941420036102,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1243528272073326594,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1242935154764644352,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1284561421280456705,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1289878709839618050,favor,False
keywords,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1272885422545186816,favor,False
news_url,375,5G is being forcibly installed in schools during COVID-19 lockdown.,1240155654884601857,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239804139984629760,against,False
title,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239197320761278464,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1241170023600861186,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239136331697184768,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239247634965168128,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1242124027226771456,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239225639737143296,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239601691487502339,against,False
fact_check_url,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239639132223213574,against,True
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239205314928533505,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239069210048901121,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239491032250748928,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1240320376032247808,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239095042746257409,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239374726860017664,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239005692486463488,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239588834809184256,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1243204772737449985,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239149932033998848,favor,False
keywords,378,Cristiano Ronaldo is turning his hotels into hospitals to help stop coronavirus.,1239611231410860033,against,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1238939893302276096,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1241011253021048833,favor,False
news_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1238516104810639360,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1245025622293913602,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1235228714591498246,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1240722547936722948,favor,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1319522504831045632,against,True
news_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1239549780348547073,neither,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1241168435406671874,against,True
news_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1239970643644317696,favor,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1240819072427855874,against,True
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1238448779419738114,favor,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1303167195120193539,against,True
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1239999757927337984,favor,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1240349072743071747,against,True
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1250235781609857024,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1258762366533197832,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1263272259462017024,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1240381281138913280,favor,False
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1242219986313248771,favor,False
fact_check_url,381,Trump administration refused to get coronavirus testing kits from the WHO.,1297034913825329153,against,True
keywords,381,Trump administration refused to get coronavirus testing kits from the WHO.,1238112908892045315,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1325124707830566912,neither,False
title,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1240079090742222848,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1237745776505356288,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1312409007928336384,neither,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1234623136773148673,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1286468580041613313,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1238664283665264642,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1233239443877789696,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1240694774765477888,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1233325899405115394,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1309512203863818241,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1247583165872553986,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1289000725272334336,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1304822134930378758,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1233065887554359296,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1244540554257498112,neither,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1240016193525886982,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1276116729173860353,neither,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1233400376033976325,against,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1233319113910603776,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1342834290959126530,favor,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1261665484493258752,neither,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1275413967314264069,neither,False
keywords,404,Coronavirus was manufactured to harm Trump’s reelection chances.,1268950024194535429,neither,False
title,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238056134046605313,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1237910506498928646,neither,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238476426787119112,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238117367806332929,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1242555348063588355,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238138586144350211,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1254507035523117057,neither,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1249772691705528325,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1253442949695918080,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238348393195290624,against,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1240427314598629383,against,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1288253822662578179,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1252235834440298498,favor,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238106815197376519,against,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238090096546648064,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1243211216048156672,against,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1241041877459251202,neither,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238891614757515264,favor,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1243358498517159937,neither,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1254111871063343105,favor,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238103983685865473,favor,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238149819878834176,against,False
keywords,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1239643841243885574,neither,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238330830323318786,favor,False
news_url,417,Australian Gold Coast hospital staff rolled in a Wilson volleyball to keep Tom Hanks company in quarantine.,1238100447455588353,favor,False
keywords,422,Nancy Pelosi was caught trying to include abortion funding in bill to combat coronavirus.,1239504519580585985,favor,False
keywords,422,Nancy Pelosi was caught trying to include abortion funding in bill to combat coronavirus.,1238237948878958593,favor,False
fact_check_url,422,Nancy Pelosi was caught trying to include abortion funding in bill to combat coronavirus.,1240144233891332097,against,True
